source name	characteristics[organism]	characteristics[disease]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[organism part]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	characteristics[depletion]	assay name	technology type	comment[label]	comment[proteomexchange accession number]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[file uri]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 167	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	12	00523_D08_P003817_B0L_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D08_P003817_B0L_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 166	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	13	00523_E08_P003817_B0M_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E08_P003817_B0M_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 156	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	14	00523_F08_P003817_B0N_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F08_P003817_B0N_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 146	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	15	00523_G08_P003817_B0O_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G08_P003817_B0O_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 158	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	16	00523_H08_P003817_B0P_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H08_P003817_B0P_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 160	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	17	00523_A09_P003817_B0Q_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A09_P003817_B0Q_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 163	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	18	00523_B09_P003817_B0R_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B09_P003817_B0R_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 168	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	19	00523_C09_P003817_B0S_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C09_P003817_B0S_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 151	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	20	00523_D09_P003817_B0T_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D09_P003817_B0T_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 148	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	21	00523_E09_P003817_B0U_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E09_P003817_B0U_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 157	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	22	00523_F09_P003817_B0V_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F09_P003817_B0V_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 162	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	23	00523_G09_P003817_B0W_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G09_P003817_B0W_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 7	homo sapiens	amelanotic melanoma	not available	not available	skin	melanocytes	female	31Y	epithelial	M14	1	no depletion	run 152	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	24	00523_H09_P003817_B0X_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H09_P003817_B0X_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	M14
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 183	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	1	00523_A10_P003818_B0A_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A10_P003818_B0A_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 176	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	2	00523_B10_P003818_B0B_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B10_P003818_B0B_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 177	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	3	00523_C10_P003818_B0C_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C10_P003818_B0C_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 188	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	4	00523_D10_P003818_B0D_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D10_P003818_B0D_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 190	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	5	00523_E10_P003818_B0E_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E10_P003818_B0E_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 179	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	6	00523_F10_P003818_B0F_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F10_P003818_B0F_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 186	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	7	00523_G10_P003818_B0G_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G10_P003818_B0G_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 181	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	8	00523_H10_P003818_B0H_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H10_P003818_B0H_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 172	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	9	00523_A11_P003818_B0I_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A11_P003818_B0I_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 185	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	10	00523_B11_P003818_B0J_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B11_P003818_B0J_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 170	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	11	00523_C11_P003818_B0K_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C11_P003818_B0K_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 187	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	12	00523_D11_P003818_B0L_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D11_P003818_B0L_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 182	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	13	00523_E11_P003818_B0M_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E11_P003818_B0M_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 189	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	14	00523_F11_P003818_B0N_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F11_P003818_B0N_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 175	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	15	00523_G11_P003818_B0O_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G11_P003818_B0O_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	pleura	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 192	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	16	00523_H11_P003818_B0P_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H11_P003818_B0P_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	pleura	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 191	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	17	00523_A12_P003818_B0Q_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A12_P003818_B0Q_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
Sample 8	homo sapiens	invasive ductal carcinoma	not available	not available	breast	mammary gland	female	69Y	epithelial	MCF-7	1	no depletion	run 180	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	18	00523_B12_P003818_B0R_A00_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B12_P003818_B0R_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	MCF-7
