source name	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[infect]	characteristics[time]	assay name	Technology Type	comment[label]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters ]	comment[modification parameters ]	comment[modification parameters ]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	factor value[infect]	factor value[time]
Sample 5	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 24 hour	run 20	proteomic profiling by mass spectrometer	TMT128C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F4.raw	4	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F4.raw	cell	none	 24 hour
Sample 6	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 2 hour	run 20	proteomic profiling by mass spectrometer	TMT129N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F4.raw	4	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F4.raw	cell	Severe acute respiratory syndrome coronavirus 2	 2 hour
Sample 7	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 6 hour	run 20	proteomic profiling by mass spectrometer	TMT129C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F4.raw	4	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F4.raw	cell	Severe acute respiratory syndrome coronavirus 2	 6 hour
Sample 8	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 10 hour	run 20	proteomic profiling by mass spectrometer	TMT130N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F4.raw	4	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F4.raw	cell	Severe acute respiratory syndrome coronavirus 2	 10 hour
Sample 9	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 24 hour	run 20	proteomic profiling by mass spectrometer	TMT130C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F4.raw	4	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F4.raw	cell	Severe acute respiratory syndrome coronavirus 2	 24 hour
Sample 1	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	bridge mixed pool	none	run 21	proteomic profiling by mass spectrometer	TMT131	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	bridge mixed pool	none
Sample 2	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 2 hour	run 21	proteomic profiling by mass spectrometer	TMT127N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	none	 2 hour
Sample 3	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 6 hour	run 21	proteomic profiling by mass spectrometer	TMT127C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	none	 6 hour
Sample 4	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 10 hour	run 21	proteomic profiling by mass spectrometer	TMT128N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	none	 10 hour
Sample 5	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 24 hour	run 21	proteomic profiling by mass spectrometer	TMT128C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	none	 24 hour
Sample 6	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 2 hour	run 21	proteomic profiling by mass spectrometer	TMT129N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	Severe acute respiratory syndrome coronavirus 2	 2 hour
Sample 7	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 6 hour	run 21	proteomic profiling by mass spectrometer	TMT129C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	Severe acute respiratory syndrome coronavirus 2	 6 hour
Sample 8	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 10 hour	run 21	proteomic profiling by mass spectrometer	TMT130N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	Severe acute respiratory syndrome coronavirus 2	 10 hour
Sample 9	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 24 hour	run 21	proteomic profiling by mass spectrometer	TMT130C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell	Severe acute respiratory syndrome coronavirus 2	 24 hour
Sample 1	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	bridge mixed pool	none	run 22	proteomic profiling by mass spectrometer	TMT131	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	bridge mixed pool	none
Sample 2	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 2 hour	run 22	proteomic profiling by mass spectrometer	TMT127N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	none	 2 hour
Sample 3	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 6 hour	run 22	proteomic profiling by mass spectrometer	TMT127C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	none	 6 hour
Sample 4	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 10 hour	run 22	proteomic profiling by mass spectrometer	TMT128N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	none	 10 hour
Sample 5	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 24 hour	run 22	proteomic profiling by mass spectrometer	TMT128C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	none	 24 hour
Sample 6	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 2 hour	run 22	proteomic profiling by mass spectrometer	TMT129N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	Severe acute respiratory syndrome coronavirus 2	 2 hour
Sample 7	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 6 hour	run 22	proteomic profiling by mass spectrometer	TMT129C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	Severe acute respiratory syndrome coronavirus 2	 6 hour
Sample 8	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 10 hour	run 22	proteomic profiling by mass spectrometer	TMT130N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	Severe acute respiratory syndrome coronavirus 2	 10 hour
Sample 9	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 24 hour	run 22	proteomic profiling by mass spectrometer	TMT130C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F6.raw	cell	Severe acute respiratory syndrome coronavirus 2	 24 hour
Sample 1	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	bridge mixed pool	none	run 23	proteomic profiling by mass spectrometer	TMT131	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	bridge mixed pool	none
Sample 2	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 2 hour	run 23	proteomic profiling by mass spectrometer	TMT127N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	none	 2 hour
Sample 3	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 6 hour	run 23	proteomic profiling by mass spectrometer	TMT127C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	none	 6 hour
Sample 4	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 10 hour	run 23	proteomic profiling by mass spectrometer	TMT128N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	none	 10 hour
Sample 5	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 24 hour	run 23	proteomic profiling by mass spectrometer	TMT128C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	none	 24 hour
Sample 6	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 2 hour	run 23	proteomic profiling by mass spectrometer	TMT129N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	Severe acute respiratory syndrome coronavirus 2	 2 hour
Sample 7	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 6 hour	run 23	proteomic profiling by mass spectrometer	TMT129C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	Severe acute respiratory syndrome coronavirus 2	 6 hour
Sample 8	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 10 hour	run 23	proteomic profiling by mass spectrometer	TMT130N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	Severe acute respiratory syndrome coronavirus 2	 10 hour
Sample 9	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	Severe acute respiratory syndrome coronavirus 2	 24 hour	run 23	proteomic profiling by mass spectrometer	TMT130C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell	Severe acute respiratory syndrome coronavirus 2	 24 hour
Sample 1	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	bridge mixed pool	none	run 24	proteomic profiling by mass spectrometer	TMT131	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F8.raw	8	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F8.raw	cell	bridge mixed pool	none
Sample 2	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 2 hour	run 24	proteomic profiling by mass spectrometer	TMT127N	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F8.raw	8	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F8.raw	cell	none	 2 hour
Sample 3	Homo sapiens	colon	male	72	adult	caucasian	not available	colon cancer	CaCo-2	none	 6 hour	run 24	proteomic profiling by mass spectrometer	TMT127C	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F8.raw	8	3	NT=Q Exactive HF	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=Trypsin	NT=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F8.raw	cell	none	 6 hour
