source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[compound]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]	factor value[compound]
Sample 38	Homo sapiens	lymphoblast	not available	not available	Nodular lymphocyte predominant Hodgkin lymphoma	not available	B lymphocyte	DEV	no compound	glycosylation	3	cell	run 112	proteomic profiling by mass spectrometry	UM_A_2009_3243_a1-DEV.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3243_a1-DEV.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	DEV	no compound
Sample 38	Homo sapiens	lymphoblast	not available	not available	Nodular lymphocyte predominant Hodgkin lymphoma	not available	B lymphocyte	DEV	no compound	glycosylation	3	cell	run 113	proteomic profiling by mass spectrometry	UM_A_2009_3243_a2-DEV.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3243_a2-DEV.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	DEV	no compound
Sample 38	Homo sapiens	lymphoblast	not available	not available	Nodular lymphocyte predominant Hodgkin lymphoma	not available	B lymphocyte	DEV	no compound	glycosylation	3	cell	run 114	proteomic profiling by mass spectrometry	UM_A_2009_3243_a3-DEV.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3243_a3-DEV.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	DEV	no compound
Sample 39	Homo sapiens	lymphoblast	3Y	male	Burkitt's lymphoma (American)	Caucasian	B lymphocyte	Ramos	no compound	glycosylation	3	cell	run 115	proteomic profiling by mass spectrometry	UM_A_2009_3249_a1-RAMOS.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3249_a1-RAMOS.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Ramos	no compound
Sample 39	Homo sapiens	lymphoblast	3Y	male	Burkitt's lymphoma (American)	Caucasian	B lymphocyte	Ramos	no compound	glycosylation	3	cell	run 116	proteomic profiling by mass spectrometry	UM_A_2009_3249_a2-RAMOS.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3249_a2-RAMOS.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Ramos	no compound
Sample 39	Homo sapiens	lymphoblast	3Y	male	Burkitt's lymphoma (American)	Caucasian	B lymphocyte	Ramos	no compound	glycosylation	3	cell	run 117	proteomic profiling by mass spectrometry	UM_A_2009_3249_a3-RAMOS.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3249_a3-RAMOS.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Ramos	no compound
Sample 40	Homo sapiens	lymphoblast	11Y	male	Burkitt's lymphoma	Black	B lymphocyte	Raji	no compound	glycosylation	3	cell	run 118	proteomic profiling by mass spectrometry	UM_A_2009_3388_a1-RAJI.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3388_a1-RAJI.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Raji	no compound
Sample 40	Homo sapiens	lymphoblast	11Y	male	Burkitt's lymphoma	Black	B lymphocyte	Raji	no compound	glycosylation	3	cell	run 119	proteomic profiling by mass spectrometry	UM_A_2009_3388_a2-RAJI.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3388_a2-RAJI.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Raji	no compound
Sample 40	Homo sapiens	lymphoblast	11Y	male	Burkitt's lymphoma	Black	B lymphocyte	Raji	no compound	glycosylation	3	cell	run 120	proteomic profiling by mass spectrometry	UM_A_2009_3388_a3-RAJI.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2009_3388_a3-RAJI.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Raji	no compound
Sample 41	Homo sapiens	Blood	not available	not available	Mantle cell lymphoma	not available	B lymphocyte	Granta 519	no compound	glycosylation	2	cell	run 121	proteomic profiling by mass spectrometry	UM_A_2010_0004_a1-GRANTA519.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0004_a1-GRANTA519.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Granta 519	no compound
Sample 41	Homo sapiens	Blood	not available	not available	Mantle cell lymphoma	not available	B lymphocyte	Granta 519	no compound	glycosylation	2	cell	run 122	proteomic profiling by mass spectrometry	UM_A_2010_0004_a2-GRANTA519.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0004_a2-GRANTA519.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Granta 519	no compound
Sample 41	Homo sapiens	Blood	not available	not available	Mantle cell lymphoma	not available	B lymphocyte	Granta 519	no compound	glycosylation	2	cell	run 123	proteomic profiling by mass spectrometry	UM_A_2010_0004_a3-GRANTA519.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0004_a3-GRANTA519.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Granta 519	no compound
Sample 42	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	1	cell	run 124	proteomic profiling by mass spectrometry	UM_A_2010_0005_a1-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0005_a1-L1236.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 42	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	1	cell	run 125	proteomic profiling by mass spectrometry	UM_A_2010_0005_a2-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0005_a2-L1236.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 42	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	1	cell	run 126	proteomic profiling by mass spectrometry	UM_A_2010_0005_a3-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0005_a3-L1236.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 43	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	2	cell	run 127	proteomic profiling by mass spectrometry	UM_A_2010_0007_a1-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0007_a1-L1236.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 43	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	2	cell	run 128	proteomic profiling by mass spectrometry	UM_A_2010_0007_a2-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0007_a2-L1236.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 43	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	2	cell	run 129	proteomic profiling by mass spectrometry	UM_A_2010_0007_a3-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0007_a3-L1236.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 44	Homo sapiens	Blood	not available	not available	Mantle cell lymphoma	not available	B lymphocyte	Granta 519	no compound	glycosylation	3	cell	run 130	proteomic profiling by mass spectrometry	UM_A_2010_0012_a1-GRANTA519.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0012_a1-GRANTA519.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Granta 519	no compound
Sample 44	Homo sapiens	Blood	not available	not available	Mantle cell lymphoma	not available	B lymphocyte	Granta 519	no compound	glycosylation	3	cell	run 131	proteomic profiling by mass spectrometry	UM_A_2010_0012_a2-GRANTA519.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0012_a2-GRANTA519.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Granta 519	no compound
Sample 44	Homo sapiens	Blood	not available	not available	Mantle cell lymphoma	not available	B lymphocyte	Granta 519	no compound	glycosylation	3	cell	run 132	proteomic profiling by mass spectrometry	UM_A_2010_0012_a3-GRANTA519.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0012_a3-GRANTA519.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Granta 519	no compound
Sample 45	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	3	cell	run 133	proteomic profiling by mass spectrometry	UM_A_2010_0013_a1-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0013_a1-L1236.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 45	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	3	cell	run 134	proteomic profiling by mass spectrometry	UM_A_2010_0013_a2-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0013_a2-L1236.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 45	Homo sapiens	lymph node	not available	not available	Classical Hodgkin lymphoma	not available	Lymphocyte	L1236	no compound	glycosylation	3	cell	run 135	proteomic profiling by mass spectrometry	UM_A_2010_0013_a3-L1236.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2010_0013_a3-L1236.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	L1236	no compound
Sample 46	Homo sapiens	lymph node	not available	not available	Transformed follicular lymphoma	not available	B lymphocyte	FL-18	no compound	glycosylation	1	cell	run 136	proteomic profiling by mass spectrometry	UM_A_2011_0276_a1-FL18.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0276_a1-FL18.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	FL-18	no compound
Sample 46	Homo sapiens	lymph node	not available	not available	Transformed follicular lymphoma	not available	B lymphocyte	FL-18	no compound	glycosylation	1	cell	run 137	proteomic profiling by mass spectrometry	UM_A_2011_0276_a2-FL18.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0276_a2-FL18.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	FL-18	no compound
Sample 46	Homo sapiens	lymph node	not available	not available	Transformed follicular lymphoma	not available	B lymphocyte	FL-18	no compound	glycosylation	1	cell	run 138	proteomic profiling by mass spectrometry	UM_A_2011_0276_a3-FL18.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0276_a3-FL18.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	FL-18	no compound
Sample 47	Homo sapiens	lymph node	not available	not available	Transformed follicular lymphoma	not available	B lymphocyte	FL-318	no compound	glycosylation	1	cell	run 139	proteomic profiling by mass spectrometry	UM_A_2011_0277_a1-FL318.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0277_a1-FL318.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	FL-318	no compound
Sample 47	Homo sapiens	lymph node	not available	not available	Transformed follicular lymphoma	not available	B lymphocyte	FL-318	no compound	glycosylation	1	cell	run 140	proteomic profiling by mass spectrometry	UM_A_2011_0277_a2-FL318.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0277_a2-FL318.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	FL-318	no compound
Sample 47	Homo sapiens	lymph node	not available	not available	Transformed follicular lymphoma	not available	B lymphocyte	FL-318	no compound	glycosylation	1	cell	run 141	proteomic profiling by mass spectrometry	UM_A_2011_0277_a3-FL318.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0277_a3-FL318.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	FL-318	no compound
Sample 48	Homo sapiens	lymph node	not available	not available	Burkitt lymphoma	not available	B lymphocyte	BJA-B	no compound	glycosylation	1	cell	run 142	proteomic profiling by mass spectrometry	UM_A_2011_0316_a1-BJAB.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0316_a1-BJAB.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	BJA-B	no compound
Sample 48	Homo sapiens	lymph node	not available	not available	Burkitt lymphoma	not available	B lymphocyte	BJA-B	no compound	glycosylation	1	cell	run 143	proteomic profiling by mass spectrometry	UM_A_2011_0316_a2-BJAB.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0316_a2-BJAB.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	BJA-B	no compound
Sample 48	Homo sapiens	lymph node	not available	not available	Burkitt lymphoma	not available	B lymphocyte	BJA-B	no compound	glycosylation	1	cell	run 144	proteomic profiling by mass spectrometry	UM_A_2011_0316_a3-BJAB.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0316_a3-BJAB.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	BJA-B	no compound
Sample 49	Homo sapiens	lymph node	not available	not available	Transformed follicular lymphoma	not available	B lymphocyte	FL-318	no compound	glycosylation	2	cell	run 145	proteomic profiling by mass spectrometry	UM_A_2011_0318_a1-FL318.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2011_0318_a1-FL318.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	FL-318	no compound
