#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[label]	comment[ms2 mass analyzer]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[collision energy]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file uri]	comment[proteomics data acquisition method]	comment[data file]
Sample 12	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB7	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 141	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	9	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:29;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C2218FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C2218FD.raw
Sample 12	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB7	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 142	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	10	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:30;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C2219FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C2219FD.raw
Sample 12	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB7	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 143	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	11	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:31;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C2220FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C2220FD.raw
Sample 12	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB7	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 144	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	12	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:32;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C2221FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C2221FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 145	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1745FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1745FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 146	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1746FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1746FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 147	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1747FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1747FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 148	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1748FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1748FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 149	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1749FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1749FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 150	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1750FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1750FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 151	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	7	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1751FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1751FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 152	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	8	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1752FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1752FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 153	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	9	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1753FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1753FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 154	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	10	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1754FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1754FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 155	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	11	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1755FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1755FD.raw
Sample 13	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	not available	1	tissue	run 156	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	12	1	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	not available	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1756FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1756FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 157	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	1	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:21;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1720FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1720FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 158	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	2	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:22;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1721FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1721FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 159	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	3	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:23;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1722FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1722FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 160	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	4	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:24;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1723FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1723FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 161	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	5	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:25;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1724FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1724FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 162	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	6	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:26;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1725FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1725FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 163	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	7	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:27;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1726FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1726FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 164	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	8	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:28;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1727FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1727FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 165	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	9	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:29;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1728FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1728FD.raw
Sample 14	Homo sapiens	primary human medulloblastomas	not available	not available	not available	primary human medulloblastomas	MB8	not available	not available	enrichment of phosphorylated Protein	1	tissue	run 166	proteomic profiling by mass spectrometry	SILAC heavy	AC=MS:1000081;NT=quadrupole	AC=MS:1002416;NT=Orbitrap Fusion	10	2	AC=MS:1000422;NT=HCD	35 NCE	AC=MS:1001251;NT=Trypsin	AC=MS:1001309;NT=Lys-C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	AC=UNIMOD:259;NT=Label:13C(6)15N(2) ;MT=Variable;TA=K	AC=UNIMOD:267;NT=Label:13C(6)15N(4);MT=Variable;TA=R	AC=UNIMOD:30;NT=Phospho;MT=Variable;TA=S,T,Y	10 ppm	0.6 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006607/C1729FD.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	C1729FD.raw
