Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[organism part]	Characteristics[cell line]	Comment[proteomexchange accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 305	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005946	00256_C03_P001569_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_C03_P001569_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 306	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005946	00256_H02_P001569_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_H02_P001569_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 307	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005946	00256_D03_P001569_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_D03_P001569_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 308	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005946	00256_F02_P001569_B00B_A00_R2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_F02_P001569_B00B_A00_R2.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 309	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005946	00256_G03_P001569_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_G03_P001569_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 31	homo sapiens	renal cell carcinoma	kidney	renal glomerulus	SN12C	PXD005946	000287_D01_P0001751_A00_B00D_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_D01_P0001751_A00_B00D_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 310	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005946	00256_E03_P001569_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_E03_P001569_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 311	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005946	00256_H03_P001569_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_H03_P001569_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 312	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005946	00256_F03_P001569_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_F03_P001569_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 313	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_D01_P001570_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_D01_P001570_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 314	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_F01_P001570_B00F_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_F01_P001570_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 315	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_B01_P001570_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_B01_P001570_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 316	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_A02_P001570_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_A02_P001570_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 317	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_E01_P001570_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_E01_P001570_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 318	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_C01_P001570_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_C01_P001570_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 319	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_B02_P001570_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_B02_P001570_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 32	homo sapiens	renal cell carcinoma	kidney	renal glomerulus	SN12C	PXD005946	000287_B02_P0001751_A00_B00J_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_B02_P0001751_A00_B00J_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 320	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_H01_P001570_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_H01_P001570_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 321	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_G01_P001570_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_G01_P001570_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 322	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_C02_P001570_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_C02_P001570_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 323	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_A01_P001570_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_A01_P001570_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 324	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	PXD005946	00256_D02_P001570_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00256_D02_P001570_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 325	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_H04_P001744_A00_B00H_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_H04_P001744_A00_B00H_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 326	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_B05_P001744_A00_B00J_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_B05_P001744_A00_B00J_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 327	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_C04_P001744_A00_B00C_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_C04_P001744_A00_B00C_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 328	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_F04_P001744_A00_B00F_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_F04_P001744_A00_B00F_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 329	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_B04_P001744_A00_B00B_R2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_B04_P001744_A00_B00B_R2.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 33	homo sapiens	renal cell carcinoma	kidney	renal glomerulus	SN12C	PXD005946	000287_H01_P0001751_A00_B00H_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_H01_P0001751_A00_B00H_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 330	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_A04_P001744_A00_B00A_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_A04_P001744_A00_B00A_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 331	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_C05_P001744_A00_B00K_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_C05_P001744_A00_B00K_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 332	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_A05_P001744_A00_B00I_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_A05_P001744_A00_B00I_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 333	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_G04_P001744_A00_B00G_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_G04_P001744_A00_B00G_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 334	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_D04_P001744_A00_B00D_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_D04_P001744_A00_B00D_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 335	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_D05_P001744_A00_B00L_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_D05_P001744_A00_B00L_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 336	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005946	000279_E04_P001744_A00_B00E_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000279_E04_P001744_A00_B00E_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 337	homo sapiens	prostate carcinoma	prostate	prostate gland	DU 145	PXD005946	00279_F02_P001745_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00279_F02_P001745_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 338	homo sapiens	prostate carcinoma	prostate	prostate gland	DU 145	PXD005946	00279_H03_P001745_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00279_H03_P001745_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 339	homo sapiens	prostate carcinoma	prostate	prostate gland	DU 145	PXD005946	00279_G02_P001745_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00279_G02_P001745_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 34	homo sapiens	renal cell carcinoma	kidney	renal glomerulus	SN12C	PXD005946	000287_E01_P0001751_A00_B00E_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_E01_P0001751_A00_B00E_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 340	homo sapiens	prostate carcinoma	prostate	prostate gland	DU 145	PXD005946	00279_D03_P001745_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00279_D03_P001745_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
